provinceofresidence,districtofresidence,epiyear,semaine_epi,case_count,epidemic,Igm+
LITTORAL,MELONG,2022,47,1,True,0
LITTORAL,MELONG,2023,7,2,True,0
LITTORAL,MELONG,2023,8,3,True,0
LITTORAL,MELONG,2023,12,1,True,0
LITTORAL,MELONG,2023,16,1,True,0
LITTORAL,MELONG,2023,26,1,True,1
LITTORAL,MELONG,2023,33,2,True,0
LITTORAL,MELONG,2023,38,1,True,0
LITTORAL,MELONG,2023,39,1,True,1
LITTORAL,MELONG,2023,48,2,True,1
LITTORAL,MELONG,2024,1,1,True,0
LITTORAL,MELONG,2024,16,1,True,0
LITTORAL,MELONG,2024,37,1,True,0
LITTORAL,MELONG,2024,49,1,True,0
LITTORAL,MELONG,2025,7,1,True,0
LITTORAL,NDOM,2011,14,1,True,0
LITTORAL,NDOM,2011,15,1,True,0
LITTORAL,NDOM,2011,22,1,True,0
LITTORAL,NDOM,2011,31,1,True,0
LITTORAL,NDOM,2011,45,1,True,0
LITTORAL,NDOM,2011,50,1,True,0
LITTORAL,NDOM,2012,3,2,True,0
LITTORAL,NDOM,2012,4,1,True,0
LITTORAL,NDOM,2012,9,2,True,0
LITTORAL,NDOM,2012,16,1,True,0
LITTORAL,NDOM,2012,37,1,True,1
LITTORAL,NDOM,2012,51,1,True,0
LITTORAL,NDOM,2013,3,1,True,1
LITTORAL,NDOM,2013,5,1,True,1
LITTORAL,NDOM,2013,6,1,True,1
LITTORAL,NDOM,2013,11,1,True,0
LITTORAL,NDOM,2013,17,1,True,1
LITTORAL,NDOM,2013,20,1,True,0
LITTORAL,NDOM,2014,2,1,True,1
LITTORAL,NDOM,2014,3,2,True,1
LITTORAL,NDOM,2014,4,1,True,1
LITTORAL,NDOM,2014,7,1,True,0
LITTORAL,NDOM,2014,40,1,True,0
LITTORAL,NDOM,2014,41,3,True,0
LITTORAL,NDOM,2014,42,1,True,0
LITTORAL,NDOM,2015,9,1,True,0
LITTORAL,NDOM,2015,15,1,True,0
LITTORAL,NDOM,2015,21,2,True,1
LITTORAL,NDOM,2015,34,1,True,0
LITTORAL,NDOM,2015,39,1,True,0
LITTORAL,NDOM,2015,47,1,True,1
LITTORAL,NDOM,2016,4,1,True,1
LITTORAL,NDOM,2016,22,2,True,1
LITTORAL,NDOM,2016,29,1,True,0
LITTORAL,NDOM,2016,41,1,True,1
LITTORAL,NDOM,2016,44,1,True,1
LITTORAL,NDOM,2016,46,1,True,1
LITTORAL,NDOM,2016,47,1,True,1
LITTORAL,NDOM,2017,2,2,True,0
LITTORAL,NDOM,2017,9,1,True,1
LITTORAL,NDOM,2017,13,1,True,0
LITTORAL,NDOM,2017,16,1,True,0
LITTORAL,NDOM,2017,24,1,True,1
LITTORAL,NDOM,2017,25,2,True,1
LITTORAL,NDOM,2017,26,1,True,1
LITTORAL,NDOM,2017,29,1,True,0
LITTORAL,NDOM,2017,34,1,True,0
LITTORAL,NDOM,2018,5,1,True,1
LITTORAL,NDOM,2018,22,1,True,0
LITTORAL,NDOM,2018,27,1,True,1
LITTORAL,NDOM,2020,4,1,True,0
LITTORAL,NDOM,2020,5,1,True,0
LITTORAL,NDOM,2020,6,1,True,0
LITTORAL,NDOM,2022,15,1,True,1
LITTORAL,NDOM,2022,33,1,True,0
LITTORAL,NDOM,2022,51,1,True,0
LITTORAL,NDOM,2023,5,1,True,0
LITTORAL,NDOM,2023,7,5,True,0
LITTORAL,NDOM,2023,8,2,True,0
LITTORAL,NDOM,2023,9,3,True,0
LITTORAL,NDOM,2023,10,4,True,1
LITTORAL,NDOM,2023,11,3,True,1
LITTORAL,NDOM,2023,12,2,True,1
LITTORAL,NDOM,2024,35,1,True,1
LITTORAL,NDOM,2024,42,1,True,1
LITTORAL,NEW BELL,2011,18,1,True,1
LITTORAL,NEW BELL,2011,22,2,True,1
LITTORAL,NEW BELL,2011,23,1,True,0
LITTORAL,NEW BELL,2011,24,1,True,0
LITTORAL,NEW BELL,2011,26,2,True,1
LITTORAL,NEW BELL,2011,28,1,True,0
LITTORAL,NEW BELL,2011,29,1,True,1
LITTORAL,NEW BELL,2012,5,3,True,1
LITTORAL,NEW BELL,2012,6,1,True,0
LITTORAL,NEW BELL,2012,27,2,True,0
LITTORAL,NEW BELL,2012,32,1,True,0
LITTORAL,NEW BELL,2012,37,1,True,0
LITTORAL,NEW BELL,2012,39,1,True,1
LITTORAL,NEW BELL,2012,40,1,True,0
LITTORAL,NEW BELL,2012,42,2,True,0
LITTORAL,NEW BELL,2012,43,1,True,0
LITTORAL,NEW BELL,2012,48,1,True,0
LITTORAL,NEW BELL,2012,50,1,True,0
LITTORAL,NEW BELL,2013,1,2,True,1
LITTORAL,NEW BELL,2013,3,1,True,1
LITTORAL,NEW BELL,2013,4,1,True,1
LITTORAL,NEW BELL,2013,7,1,True,1
LITTORAL,NEW BELL,2013,11,2,True,1
LITTORAL,NEW BELL,2013,13,2,True,0
LITTORAL,NEW BELL,2013,16,2,True,0
LITTORAL,NEW BELL,2013,19,1,True,1
LITTORAL,NEW BELL,2013,22,1,True,1
LITTORAL,NEW BELL,2013,23,1,True,1
LITTORAL,NEW BELL,2013,24,2,True,1
LITTORAL,NEW BELL,2013,25,2,True,1
LITTORAL,NEW BELL,2013,26,1,True,0
LITTORAL,NEW BELL,2013,27,1,True,1
LITTORAL,NEW BELL,2013,29,1,True,0
LITTORAL,NEW BELL,2013,33,1,True,0
LITTORAL,NEW BELL,2013,35,1,True,0
LITTORAL,NEW BELL,2013,40,2,True,1
LITTORAL,NEW BELL,2013,42,1,True,0
LITTORAL,NEW BELL,2013,43,1,True,1
LITTORAL,NEW BELL,2013,45,1,True,1
LITTORAL,NEW BELL,2013,48,4,True,1
LITTORAL,NEW BELL,2013,49,3,True,1
LITTORAL,NEW BELL,2013,50,3,True,1
LITTORAL,NEW BELL,2013,51,2,True,0
LITTORAL,NEW BELL,2013,52,3,True,1
LITTORAL,NEW BELL,2014,1,1,True,0
LITTORAL,NEW BELL,2014,52,2,True,0
LITTORAL,NEW BELL,2015,1,2,True,0
LITTORAL,NEW BELL,2015,2,2,True,0
LITTORAL,NEW BELL,2015,3,2,True,0
LITTORAL,NEW BELL,2015,4,2,True,1
LITTORAL,NEW BELL,2015,5,3,True,1
LITTORAL,NEW BELL,2015,6,2,True,0
LITTORAL,NEW BELL,2015,7,5,True,1
LITTORAL,NEW BELL,2015,8,3,True,1
LITTORAL,NEW BELL,2015,9,2,True,1
LITTORAL,NEW BELL,2016,11,1,True,0
LITTORAL,NEW BELL,2016,13,1,True,0
LITTORAL,NEW BELL,2016,15,1,True,0
LITTORAL,NEW BELL,2016,20,1,True,0
LITTORAL,NEW BELL,2016,21,1,True,0
LITTORAL,NEW BELL,2016,23,1,True,0
LITTORAL,NEW BELL,2016,29,1,True,0
LITTORAL,NEW BELL,2016,32,2,True,1
LITTORAL,NEW BELL,2016,36,1,True,1
LITTORAL,NEW BELL,2016,37,1,True,1
LITTORAL,NEW BELL,2016,43,1,True,1
LITTORAL,NEW BELL,2016,44,1,True,1
LITTORAL,NEW BELL,2016,46,1,True,0
LITTORAL,NEW BELL,2016,49,2,True,0
LITTORAL,NEW BELL,2017,2,1,True,0
LITTORAL,NEW BELL,2017,6,1,True,0
LITTORAL,NEW BELL,2017,9,1,True,0
LITTORAL,NEW BELL,2017,10,1,True,0
LITTORAL,NEW BELL,2017,11,1,True,0
LITTORAL,NEW BELL,2017,12,2,True,0
LITTORAL,NEW BELL,2017,13,2,True,0
LITTORAL,NEW BELL,2017,19,1,True,1
LITTORAL,NEW BELL,2017,28,1,True,1
LITTORAL,NEW BELL,2017,29,1,True,1
LITTORAL,NEW BELL,2017,37,1,True,0
LITTORAL,NEW BELL,2017,38,2,True,1
LITTORAL,NEW BELL,2017,39,1,True,1
LITTORAL,NEW BELL,2017,41,1,True,1
LITTORAL,NEW BELL,2017,42,1,True,1
LITTORAL,NEW BELL,2017,43,1,True,1
LITTORAL,NEW BELL,2017,45,1,True,1
LITTORAL,NEW BELL,2017,49,1,True,0
LITTORAL,NEW BELL,2018,12,1,True,0
LITTORAL,NEW BELL,2018,13,1,True,0
LITTORAL,NEW BELL,2018,14,1,True,1
LITTORAL,NEW BELL,2018,22,1,True,0
LITTORAL,NEW BELL,2018,23,1,True,0
LITTORAL,NEW BELL,2018,46,1,True,1
LITTORAL,NEW BELL,2018,47,1,True,0
LITTORAL,NEW BELL,2019,1,1,True,1
LITTORAL,NEW BELL,2019,3,3,True,0
LITTORAL,NEW BELL,2019,5,1,True,0
LITTORAL,NEW BELL,2019,8,1,True,0
LITTORAL,NEW BELL,2019,10,1,True,0
LITTORAL,NEW BELL,2019,12,1,True,1
LITTORAL,NEW BELL,2019,13,1,True,1
LITTORAL,NEW BELL,2019,14,1,True,0
LITTORAL,NEW BELL,2019,21,1,True,1
LITTORAL,NEW BELL,2019,23,1,True,1
LITTORAL,NEW BELL,2019,33,1,True,0
LITTORAL,NEW BELL,2019,35,1,True,1
LITTORAL,NEW BELL,2019,37,2,True,1
LITTORAL,NEW BELL,2019,38,2,True,0
LITTORAL,NEW BELL,2019,39,2,True,1
LITTORAL,NEW BELL,2019,40,10,True,0
LITTORAL,NEW BELL,2019,41,4,True,0
LITTORAL,NEW BELL,2019,42,4,True,0
LITTORAL,NEW BELL,2019,43,7,True,0
LITTORAL,NEW BELL,2019,44,7,True,1
LITTORAL,NEW BELL,2019,45,7,True,1
LITTORAL,NEW BELL,2019,46,7,True,1
LITTORAL,NEW BELL,2019,47,7,True,1
LITTORAL,NEW BELL,2019,48,7,True,0
LITTORAL,NEW BELL,2019,49,7,True,1
LITTORAL,NEW BELL,2019,50,4,True,0
LITTORAL,NEW BELL,2020,1,1,True,0
LITTORAL,NEW BELL,2020,2,1,True,1
LITTORAL,NEW BELL,2020,3,2,True,0
LITTORAL,NEW BELL,2020,4,1,True,0
LITTORAL,NEW BELL,2020,17,1,True,1
LITTORAL,NEW BELL,2020,50,1,True,0
LITTORAL,NEW BELL,2021,5,1,True,0
LITTORAL,NEW BELL,2021,26,1,True,0
LITTORAL,NEW BELL,2021,28,1,True,0
LITTORAL,NEW BELL,2021,35,2,True,0
LITTORAL,NEW BELL,2021,45,1,True,0
LITTORAL,NEW BELL,2021,48,1,True,0
LITTORAL,NEW BELL,2021,51,1,True,0
LITTORAL,NEW BELL,2022,2,2,True,0
LITTORAL,NEW BELL,2022,3,1,True,0
LITTORAL,NEW BELL,2022,4,3,True,0
LITTORAL,NEW BELL,2022,5,1,True,0
LITTORAL,NEW BELL,2022,6,3,True,0
LITTORAL,NEW BELL,2022,7,6,True,1
LITTORAL,NEW BELL,2022,8,7,True,0
LITTORAL,NEW BELL,2022,9,3,True,1
LITTORAL,NEW BELL,2022,10,2,True,0
LITTORAL,NEW BELL,2022,11,3,True,0
LITTORAL,NEW BELL,2022,13,2,True,0
LITTORAL,NEW BELL,2022,14,2,True,1
LITTORAL,NEW BELL,2022,15,2,True,1
LITTORAL,NEW BELL,2022,17,3,True,1
LITTORAL,NEW BELL,2022,18,1,True,0
LITTORAL,NEW BELL,2022,19,4,True,0
LITTORAL,NEW BELL,2022,21,1,True,1
LITTORAL,NEW BELL,2022,22,3,True,1
LITTORAL,NEW BELL,2022,23,3,True,1
LITTORAL,NEW BELL,2022,25,1,True,0
LITTORAL,NEW BELL,2022,26,1,True,0
LITTORAL,NEW BELL,2022,30,1,True,0
LITTORAL,NEW BELL,2022,36,1,True,0
LITTORAL,NEW BELL,2022,40,1,True,0
LITTORAL,NEW BELL,2022,41,1,True,0
LITTORAL,NEW BELL,2022,42,1,True,1
LITTORAL,NEW BELL,2022,43,2,True,1
LITTORAL,NEW BELL,2022,44,2,True,1
LITTORAL,NEW BELL,2022,45,2,True,1
LITTORAL,NEW BELL,2022,46,1,True,1
LITTORAL,NEW BELL,2022,47,1,True,1
LITTORAL,NEW BELL,2022,49,1,True,0
LITTORAL,NEW BELL,2022,50,1,True,0
LITTORAL,NEW BELL,2022,51,1,True,0
LITTORAL,NEW BELL,2023,2,2,True,0
LITTORAL,NEW BELL,2023,3,1,True,1
LITTORAL,NEW BELL,2023,4,2,True,0
LITTORAL,NEW BELL,2023,6,1,True,0
LITTORAL,NEW BELL,2023,7,1,True,0
LITTORAL,NEW BELL,2023,8,3,True,0
LITTORAL,NEW BELL,2023,9,2,True,0
LITTORAL,NEW BELL,2023,11,2,True,0
LITTORAL,NEW BELL,2023,12,4,True,0
LITTORAL,NEW BELL,2023,13,6,True,1
LITTORAL,NEW BELL,2023,14,2,True,0
LITTORAL,NEW BELL,2023,15,4,True,0
LITTORAL,NEW BELL,2023,16,3,True,0
LITTORAL,NEW BELL,2023,17,4,True,0
LITTORAL,NEW BELL,2023,18,2,True,0
LITTORAL,NEW BELL,2023,19,1,True,1
LITTORAL,NEW BELL,2023,20,5,True,0
LITTORAL,NEW BELL,2023,38,1,True,1
LITTORAL,NEW BELL,2023,43,1,True,0
LITTORAL,NEW BELL,2023,45,1,True,0
LITTORAL,NEW BELL,2023,46,1,True,0
LITTORAL,NEW BELL,2023,47,1,True,0
LITTORAL,NEW BELL,2023,51,1,True,0
LITTORAL,NEW BELL,2024,1,1,True,0
LITTORAL,NEW BELL,2024,5,1,True,1
LITTORAL,NEW BELL,2024,8,1,True,1
LITTORAL,NEW BELL,2024,16,1,True,0
LITTORAL,NEW BELL,2024,20,1,True,0
LITTORAL,NEW BELL,2024,26,1,True,0
LITTORAL,NEW BELL,2024,40,1,True,1
LITTORAL,NEW BELL,2024,41,1,True,0
LITTORAL,NEW BELL,2024,47,1,True,0
LITTORAL,NEW BELL,2024,52,1,True,0
LITTORAL,NEW BELL,2025,3,1,True,1
LITTORAL,NEW BELL,2025,5,2,True,1
LITTORAL,NEW BELL,2025,6,1,True,1
LITTORAL,NEW BELL,2025,7,6,True,0
LITTORAL,NEW BELL,2025,8,2,True,0
LITTORAL,NEW_BELL,2023,24,1,False,0
LITTORAL,NEW_BELL,2023,26,1,False,1
LITTORAL,NGAMBE,2012,2,2,True,1
LITTORAL,NGAMBE,2012,13,1,True,1
LITTORAL,NGAMBE,2012,49,1,True,1
LITTORAL,NGAMBE,2013,3,2,True,1
LITTORAL,NGAMBE,2013,8,1,True,1
LITTORAL,NGAMBE,2013,11,1,True,1
LITTORAL,NGAMBE,2014,37,1,True,0
LITTORAL,NGAMBE,2014,47,1,True,0
LITTORAL,NGAMBE,2014,51,1,True,0
LITTORAL,NGAMBE,2015,7,1,True,0
LITTORAL,NGAMBE,2015,10,1,True,0
LITTORAL,NGAMBE,2015,17,1,True,0
LITTORAL,NGAMBE,2015,27,1,True,0
LITTORAL,NGAMBE,2015,39,1,True,0
LITTORAL,NGAMBE,2015,47,1,True,1
LITTORAL,NGAMBE,2016,8,1,True,1
LITTORAL,NGAMBE,2016,12,1,True,1
LITTORAL,NGAMBE,2016,28,1,True,1
LITTORAL,NGAMBE,2016,39,1,True,1
LITTORAL,NGAMBE,2016,43,1,True,1
LITTORAL,NGAMBE,2016,46,1,True,0
LITTORAL,NGAMBE,2017,25,1,True,1
LITTORAL,NGAMBE,2017,29,1,True,1
LITTORAL,NGAMBE,2018,5,1,True,1
LITTORAL,NGAMBE,2018,20,1,True,0
LITTORAL,NGAMBE,2018,23,1,True,0
LITTORAL,NGAMBE,2018,24,1,True,1
LITTORAL,NGAMBE,2018,25,1,True,0
LITTORAL,NGAMBE,2018,27,1,True,0
LITTORAL,NGAMBE,2019,18,1,True,0
LITTORAL,NGAMBE,2019,21,1,True,0
LITTORAL,NGAMBE,2019,29,1,True,1
LITTORAL,NGAMBE,2019,30,1,True,0
LITTORAL,NGAMBE,2019,44,1,True,0
LITTORAL,NGAMBE,2020,1,1,True,0
LITTORAL,NGAMBE,2021,4,1,True,1
LITTORAL,NGAMBE,2021,28,1,True,0
LITTORAL,NGAMBE,2021,29,1,True,1
LITTORAL,NGAMBE,2022,5,1,True,0
LITTORAL,NGAMBE,2022,30,1,True,0
LITTORAL,NGAMBE,2022,51,1,True,0
LITTORAL,NGAMBE,2023,24,1,True,1
LITTORAL,NGAMBE,2024,1,2,True,1
LITTORAL,NGAMBE,2024,7,2,True,0
LITTORAL,NGAMBE,2024,8,1,True,0
LITTORAL,NGAMBE,2024,10,1,True,0
LITTORAL,NGAMBE,2024,22,1,True,0
LITTORAL,NGAMBE,2024,29,1,True,0
LITTORAL,NGAMBE,2025,2,1,True,1
LITTORAL,NGAMBE,2025,3,1,True,0
LITTORAL,NGAMBE,2025,8,1,True,0
LITTORAL,NJOMBE PENJA,2015,13,1,True,1
LITTORAL,NJOMBE PENJA,2015,29,1,True,0
LITTORAL,NJOMBE PENJA,2015,37,1,True,0
LITTORAL,NJOMBE PENJA,2017,9,1,True,0
LITTORAL,NJOMBE PENJA,2017,11,1,True,1
LITTORAL,NJOMBE PENJA,2023,8,1,True,0
LITTORAL,NJOMBE PENJA,2023,13,1,True,1
LITTORAL,NJOMBE PENJA,2023,15,2,True,1
LITTORAL,NJOMBE PENJA,2023,16,2,True,0
LITTORAL,NJOMBE PENJA,2023,18,1,True,0
LITTORAL,NJOMBE PENJA,2023,20,1,True,0
LITTORAL,NJOMBE PENJA,2023,46,1,True,0
LITTORAL,NJOMBE PENJA,2023,48,1,True,0
LITTORAL,NJOMBE PENJA,2024,4,1,True,0
LITTORAL,NJOMBE PENJA,2024,5,1,True,0
LITTORAL,NJOMBE PENJA,2024,7,1,True,0
LITTORAL,NJOMBE PENJA,2024,28,1,True,0
LITTORAL,NJOMBE PENJA,2024,30,1,True,0
LITTORAL,NJOMBE PENJA,2024,44,1,True,0
LITTORAL,NJOMBE PENJA,2024,49,1,True,0
LITTORAL,NJOMBE_PENJA,2023,22,1,False,0
LITTORAL,NKONDJOCK,2011,17,1,True,1
LITTORAL,NKONDJOCK,2011,35,1,True,1
LITTORAL,NKONDJOCK,2011,52,1,True,0
LITTORAL,NKONDJOCK,2012,5,1,True,0
LITTORAL,NKONDJOCK,2012,6,1,True,1
LITTORAL,NKONDJOCK,2012,7,1,True,0
LITTORAL,NKONDJOCK,2012,19,1,True,1
LITTORAL,NKONDJOCK,2012,24,1,True,1
LITTORAL,NKONDJOCK,2012,30,1,True,0
LITTORAL,NKONDJOCK,2012,38,1,True,0
LITTORAL,NKONDJOCK,2013,7,1,True,0
LITTORAL,NKONDJOCK,2013,12,1,True,0
LITTORAL,NKONDJOCK,2013,26,1,True,0
LITTORAL,NKONDJOCK,2013,32,1,True,0
LITTORAL,NKONDJOCK,2013,42,1,True,0
LITTORAL,NKONDJOCK,2013,45,1,True,0
LITTORAL,NKONDJOCK,2013,47,1,True,0
LITTORAL,NKONDJOCK,2013,52,1,True,0
LITTORAL,NKONDJOCK,2014,41,1,True,0
LITTORAL,NKONDJOCK,2014,52,1,True,0
LITTORAL,NKONDJOCK,2015,1,2,True,0
LITTORAL,NKONDJOCK,2015,2,1,True,0
LITTORAL,NKONDJOCK,2015,3,1,True,0
LITTORAL,NKONDJOCK,2015,5,1,True,0
LITTORAL,NKONDJOCK,2015,9,2,True,0
LITTORAL,NKONDJOCK,2015,35,1,True,0
LITTORAL,NKONDJOCK,2016,22,1,True,0
LITTORAL,NKONDJOCK,2017,34,1,True,0
LITTORAL,NKONDJOCK,2017,50,1,True,0
LITTORAL,NKONDJOCK,2018,4,1,True,0
LITTORAL,NKONDJOCK,2021,16,1,True,0
LITTORAL,NKONDJOCK,2021,32,1,True,0
LITTORAL,NKONDJOCK,2021,34,1,True,1
LITTORAL,NKONDJOCK,2024,25,1,True,0
LITTORAL,NKONDJOCK,2025,3,1,True,0
LITTORAL,NKONGSAMBA,2011,17,1,True,0
LITTORAL,NKONGSAMBA,2011,25,2,True,0
LITTORAL,NKONGSAMBA,2011,52,1,True,0
LITTORAL,NKONGSAMBA,2012,1,1,True,0
LITTORAL,NKONGSAMBA,2012,2,2,True,0
LITTORAL,NKONGSAMBA,2012,4,1,True,0
LITTORAL,NKONGSAMBA,2012,5,1,True,0
LITTORAL,NKONGSAMBA,2012,9,1,True,0
LITTORAL,NKONGSAMBA,2012,10,3,True,0
LITTORAL,NKONGSAMBA,2012,43,1,True,0
LITTORAL,NKONGSAMBA,2013,16,1,True,1
LITTORAL,NKONGSAMBA,2013,20,1,True,0
LITTORAL,NKONGSAMBA,2014,1,1,True,0
LITTORAL,NKONGSAMBA,2014,7,1,True,0
LITTORAL,NKONGSAMBA,2014,9,1,True,0
LITTORAL,NKONGSAMBA,2014,10,1,True,0
LITTORAL,NKONGSAMBA,2014,36,1,True,0
LITTORAL,NKONGSAMBA,2014,42,1,True,0
LITTORAL,NKONGSAMBA,2014,43,1,True,0
LITTORAL,NKONGSAMBA,2014,47,1,True,0
LITTORAL,NKONGSAMBA,2014,49,2,True,0
LITTORAL,NKONGSAMBA,2014,51,1,True,0
LITTORAL,NKONGSAMBA,2014,52,1,True,0
LITTORAL,NKONGSAMBA,2015,2,2,True,0
LITTORAL,NKONGSAMBA,2015,4,1,True,0
LITTORAL,NKONGSAMBA,2015,5,1,True,0
LITTORAL,NKONGSAMBA,2015,6,1,True,0
LITTORAL,NKONGSAMBA,2015,7,1,True,0
LITTORAL,NKONGSAMBA,2015,8,3,True,0
LITTORAL,NKONGSAMBA,2015,9,2,True,0
LITTORAL,NKONGSAMBA,2015,10,3,True,0
LITTORAL,NKONGSAMBA,2015,11,2,True,0
LITTORAL,NKONGSAMBA,2015,12,3,True,0
LITTORAL,NKONGSAMBA,2015,13,2,True,0
LITTORAL,NKONGSAMBA,2015,14,2,True,0
LITTORAL,NKONGSAMBA,2015,15,2,True,0
LITTORAL,NKONGSAMBA,2015,16,1,True,0
LITTORAL,NKONGSAMBA,2015,17,3,True,0
LITTORAL,NKONGSAMBA,2015,18,1,True,0
LITTORAL,NKONGSAMBA,2015,19,1,True,0
LITTORAL,NKONGSAMBA,2015,22,1,True,0
LITTORAL,NKONGSAMBA,2015,24,1,True,0
LITTORAL,NKONGSAMBA,2015,25,1,True,0
LITTORAL,NKONGSAMBA,2015,29,1,True,0
LITTORAL,NKONGSAMBA,2015,45,2,True,0
LITTORAL,NKONGSAMBA,2016,4,1,True,0
LITTORAL,NKONGSAMBA,2016,5,1,True,0
LITTORAL,NKONGSAMBA,2016,10,1,True,0
LITTORAL,NKONGSAMBA,2016,15,1,True,0
LITTORAL,NKONGSAMBA,2016,22,1,True,0
LITTORAL,NKONGSAMBA,2016,24,1,True,0
LITTORAL,NKONGSAMBA,2016,27,1,True,0
LITTORAL,NKONGSAMBA,2016,33,1,True,0
LITTORAL,NKONGSAMBA,2016,35,2,True,0
LITTORAL,NKONGSAMBA,2016,46,2,True,0
LITTORAL,NKONGSAMBA,2016,48,1,True,0
LITTORAL,NKONGSAMBA,2017,7,1,True,0
LITTORAL,NKONGSAMBA,2017,8,2,True,0
LITTORAL,NKONGSAMBA,2017,11,2,True,0
LITTORAL,NKONGSAMBA,2017,12,1,True,0
LITTORAL,NKONGSAMBA,2017,17,1,True,0
LITTORAL,NKONGSAMBA,2017,18,1,True,0
LITTORAL,NKONGSAMBA,2017,20,2,True,0
LITTORAL,NKONGSAMBA,2017,22,1,True,0
LITTORAL,NKONGSAMBA,2017,24,1,True,0
LITTORAL,NKONGSAMBA,2017,29,1,True,0
LITTORAL,NKONGSAMBA,2017,33,1,True,0
LITTORAL,NKONGSAMBA,2017,34,1,True,0
LITTORAL,NKONGSAMBA,2017,36,1,True,0
LITTORAL,NKONGSAMBA,2017,38,1,True,0
LITTORAL,NKONGSAMBA,2017,40,1,True,0
LITTORAL,NKONGSAMBA,2017,41,2,True,0
LITTORAL,NKONGSAMBA,2017,42,1,True,0
LITTORAL,NKONGSAMBA,2017,44,1,True,0
LITTORAL,NKONGSAMBA,2017,46,3,True,0
LITTORAL,NKONGSAMBA,2017,47,1,True,0
LITTORAL,NKONGSAMBA,2017,48,1,True,0
LITTORAL,NKONGSAMBA,2018,6,1,True,0
LITTORAL,NKONGSAMBA,2018,7,1,True,0
LITTORAL,NKONGSAMBA,2018,10,2,True,0
LITTORAL,NKONGSAMBA,2018,13,1,True,0
LITTORAL,NKONGSAMBA,2018,25,1,True,0
LITTORAL,NKONGSAMBA,2018,40,1,True,0
LITTORAL,NKONGSAMBA,2018,47,1,True,0
LITTORAL,NKONGSAMBA,2019,4,1,True,0
LITTORAL,NKONGSAMBA,2019,6,1,True,0
LITTORAL,NKONGSAMBA,2019,7,4,True,0
LITTORAL,NKONGSAMBA,2019,8,1,True,0
LITTORAL,NKONGSAMBA,2019,10,1,True,0
LITTORAL,NKONGSAMBA,2019,15,1,True,0
LITTORAL,NKONGSAMBA,2019,19,1,True,0
LITTORAL,NKONGSAMBA,2019,20,1,True,0
LITTORAL,NKONGSAMBA,2019,37,1,True,0
LITTORAL,NKONGSAMBA,2019,40,1,True,0
LITTORAL,NKONGSAMBA,2019,49,1,True,0
LITTORAL,NKONGSAMBA,2019,50,1,True,0
LITTORAL,NKONGSAMBA,2020,1,2,True,0
LITTORAL,NKONGSAMBA,2020,2,1,True,0
LITTORAL,NKONGSAMBA,2020,5,1,True,0
LITTORAL,NKONGSAMBA,2020,8,1,True,0
LITTORAL,NKONGSAMBA,2021,12,1,True,0
LITTORAL,NKONGSAMBA,2021,15,1,True,0
LITTORAL,NKONGSAMBA,2021,18,1,True,0
LITTORAL,NKONGSAMBA,2021,26,1,True,0
LITTORAL,NKONGSAMBA,2022,4,1,True,0
LITTORAL,NKONGSAMBA,2022,8,1,True,0
LITTORAL,NKONGSAMBA,2022,26,1,True,0
LITTORAL,NKONGSAMBA,2022,39,1,True,0
LITTORAL,NKONGSAMBA,2023,3,1,True,0
LITTORAL,NKONGSAMBA,2023,15,2,True,0
LITTORAL,NKONGSAMBA,2023,17,1,True,0
LITTORAL,NKONGSAMBA,2023,19,2,True,0
LITTORAL,NKONGSAMBA,2023,27,1,True,0
LITTORAL,NKONGSAMBA,2023,28,1,True,0
LITTORAL,NKONGSAMBA,2023,29,1,True,0
LITTORAL,NKONGSAMBA,2024,6,1,True,0
LITTORAL,NKONGSAMBA,2024,12,1,True,0
LITTORAL,NKONGSAMBA,2024,15,1,True,0
LITTORAL,NKONGSAMBA,2024,29,1,True,0
LITTORAL,NKONGSAMBA,2024,39,1,True,0
LITTORAL,NKONGSAMBA,2025,3,1,True,0
LITTORAL,NKONGSAMBA,2025,5,4,True,0
LITTORAL,NKONGSAMBA,2025,6,1,True,0
LITTORAL,NYLON,2010,52,1,True,0
LITTORAL,NYLON,2011,1,3,True,0
LITTORAL,NYLON,2011,2,1,True,0
LITTORAL,NYLON,2011,4,1,True,0
LITTORAL,NYLON,2011,6,1,True,0
LITTORAL,NYLON,2011,7,2,True,0
LITTORAL,NYLON,2011,8,4,True,0
LITTORAL,NYLON,2011,12,1,True,0
LITTORAL,NYLON,2011,13,2,True,0
LITTORAL,NYLON,2011,14,1,True,0
LITTORAL,NYLON,2011,22,1,True,0
LITTORAL,NYLON,2011,26,1,True,0
LITTORAL,NYLON,2012,6,4,True,0
LITTORAL,NYLON,2012,7,2,True,0
LITTORAL,NYLON,2012,8,5,True,0
LITTORAL,NYLON,2012,9,2,True,0
LITTORAL,NYLON,2012,27,1,True,0
LITTORAL,NYLON,2012,31,1,True,0
LITTORAL,NYLON,2012,32,1,True,0
LITTORAL,NYLON,2012,37,1,True,0
LITTORAL,NYLON,2012,40,1,True,0
LITTORAL,NYLON,2012,41,1,True,0
LITTORAL,NYLON,2012,42,1,True,0
LITTORAL,NYLON,2012,43,1,True,0
LITTORAL,NYLON,2012,45,1,True,0
LITTORAL,NYLON,2012,46,1,True,0
LITTORAL,NYLON,2013,4,1,True,0
LITTORAL,NYLON,2013,5,4,True,0
LITTORAL,NYLON,2013,6,1,True,0
